Altium Designer Pick and Place Locations
C:\Users\user\Nextcloud\PC-SYNC\Projects\_source_codes\_all_git_repos\bitsnap_snaps\pcba\snaps\snvc033 (2)\Project Outputs\Pick Place for SM3320-BATT-EV.csv

========================================================================================================================
File Design Information:

Date:       01/04/22
Time:       19:49
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description","Ref-X(mm)","Ref-Y(mm)","Pad-X(mm)","Pad-Y(mm)"
"R11_b","=PartNumber","TopLayer","R_0402","156.6000","85.6000","180","R - RESISTOR - SMD - 10R - 1% - 0402","156.6000","85.6000","157.1080","85.6000"
"R11_a","=PartNumber","TopLayer","R_0402","154.2000","86.6000","180","R - RESISTOR - SMD - 10R - 1% - 0402","154.2000","86.6000","154.7080","86.6000"
"R_SDA3","0402WGF1002TCE","TopLayer","R_0402","229.7000","58.6000","180","R - RESISTOR - SMD - 10k - 1% - 0402","229.7000","58.6000","230.2080","58.6000"
"R_SCL3","0402WGF1002TCE","TopLayer","R_0402","229.7000","57.5000","360","R - RESISTOR - SMD - 10k - 1% - 0402","229.7000","57.5000","229.1920","57.5000"
"Q_I2C2","2N7002","TopLayer","TO-236AB","229.6800","60.7700","90","Q - TRANSISTOR - MOSFET (N) - 60V - 200mW","229.6800","60.7700","228.7300","59.6200"
"Q_I2C1","2N7002","TopLayer","TO-236AB","229.7000","55.3000","270","Q - TRANSISTOR - MOSFET (N) - 60V - 200mW","229.7000","55.3000","230.6500","56.4500"
"L3","SWRB1207S-221MT","TopLayer","SRR1260","124.0000","53.5000","360","L - INDUCTOR - 220uH - 1.6A - 12.5mm","124.0000","53.5000","119.0000","53.5000"
"C23_c","CL05A105KA5NQNC","TopLayer","C_0402","257.9000","48.2000","270","C - CAPACITOR - MLCC - 1uF - 25V - 0402","257.9000","48.2000","257.9000","48.7080"
"R13_a","=PartNumber","TopLayer","R_0402","210.0000","62.2000","180","R - RESISTOR - SMD - 100k - 1% -  0402","210.0000","62.2000","210.5080","62.2000"
"R7_a","=PartNumber","TopLayer","R_0402","210.0000","65.2000","360","R - RESISTOR - SMD - 100k - 1% -  0402","210.0000","65.2000","209.4920","65.2000"
"R20_a","0402WGF2201TCE","TopLayer","R_0402","212.0000","64.2000","180","R - RESISTOR - SMD - 2.2k - 1% - 0402","212.0000","64.2000","212.5080","64.2000"
"R13","=PartNumber","TopLayer","R_0402","210.0000","63.2000","180","R - RESISTOR - SMD - 100k - 1% -  0402","210.0000","63.2000","210.5080","63.2000"
"R7","=PartNumber","TopLayer","R_0402","210.0000","64.2000","360","R - RESISTOR - SMD - 100k - 1% -  0402","210.0000","64.2000","209.4920","64.2000"
"R53_a","0402WGF2201TCE","TopLayer","R_0402","206.3000","63.7000","90","R - RESISTOR - SMD - 2.2k - 1% - 0402","206.3000","63.7000","206.3000","63.1920"
"R51_b","0402WGF1003TCE","TopLayer","R_0402","204.3000","63.7000","90","R - RESISTOR - SMD - 100k - 1% -  0402","204.3000","63.7000","204.3000","63.1920"
"R51_a","0402WGF1003TCE","TopLayer","R_0402","204.3000","61.7000","90","R - RESISTOR - SMD - 100k - 1% -  0402","204.3000","61.7000","204.3000","61.1920"
"R33_a","0402WGF100JTCE","TopLayer","R_0402","174.7000","39.3000","360","R - RESISTOR - SMD - 10R - 1% - 0402","174.7000","39.3000","174.1920","39.3000"
"R32_a","0402WGF100JTCE","TopLayer","R_0402","174.8000","55.0000","180","R - RESISTOR - SMD - 10R - 1% - 0402","174.8000","55.0000","175.3080","55.0000"
"R19_a","0402WGF100JTCE","TopLayer","R_0402","174.7000","24.0000","360","R - RESISTOR - SMD - 10R - 1% - 0402","174.7000","24.0000","174.1920","24.0000"
"R18_a","0402WGF100JTCE","TopLayer","R_0402","175.0000","70.3000","180","R - RESISTOR - SMD - 10R - 1% - 0402","175.0000","70.3000","175.5080","70.3000"
"R5V4","0402WGF1001TCE","TopLayer","R_0402","247.9000","65.6000","90","R - RESISTOR - SMD - 1k - 1% - 0402","247.9000","65.6000","247.9000","65.0920"
"R5V3","0402WGF1001TCE","TopLayer","R_0402","247.9000","67.8000","90","R - RESISTOR - SMD - 1k - 1% - 0402","247.9000","67.8000","247.9000","67.2920"
"R5V2","0402WGF1001TCE","TopLayer","R_0402","247.9000","70.0000","90","R - RESISTOR - SMD - 1k - 1% - 0402","247.9000","70.0000","247.9000","69.4920"
"R21","=PartNumber","TopLayer","R_0402","219.2000","62.2000","360","R - RESISTOR - SMD - 10R - 1% - 0402","219.2000","62.2000","218.6920","62.2000"
"C22_d","CL31B225KBHNNNE","TopLayer","C_1206","252.5000","43.2000","270","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","252.5000","43.2000","252.5000","44.4954"
"C22_c","CL31B225KBHNNNE","TopLayer","C_1206","255.0000","38.7000","270","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","255.0000","38.7000","255.0000","39.9954"
"C22_b","CL31B225KBHNNNE","TopLayer","C_1206","255.0000","43.2000","270","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","255.0000","43.2000","255.0000","44.4954"
"C22_a","CL31B225KBHNNNE","TopLayer","C_1206","252.5000","38.7000","270","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","252.5000","38.7000","252.5000","39.9954"
"U1","LM5008MMX/NOPB","TopLayer","SOP65P490X110-8N","249.0000","42.3000","270","U - IC - BUCK CONVERTER, ADJUSTABLE, 95V, 350mA","249.0000","42.3000","249.9750","44.4500"
"Ron_d","0402WGF1003TCE","TopLayer","R_0402","248.2000","37.2000","180","R - RESISTOR - SMD - 100k - 1% -  0402","248.2000","37.2000","248.7080","37.2000"
"Ron_c","0402WGF1003TCE","TopLayer","R_0402","248.2000","36.2000","180","R - RESISTOR - SMD - 100k - 1% -  0402","248.2000","36.2000","248.7080","36.2000"
"Ron_b","0402WGF1003TCE","TopLayer","R_0402","246.7000","37.7000","270","R - RESISTOR - SMD - 100k - 1% -  0402","246.7000","37.7000","246.7000","38.2080"
"Ron_a","0402WGF1003TCE","TopLayer","R_0402","248.2000","38.2000","360","R - RESISTOR - SMD - 100k - 1% -  0402","248.2000","38.2000","247.6920","38.2000"
"R15","0402WGF3301TCE","TopLayer","R_0402","245.7000","37.7000","90","R - RESISTOR - SMD - 3.3k - 1% - 0402","245.7000","37.7000","245.7000","37.1920"
"R9","0402WGF1002TCE","TopLayer","R_0402","246.7000","39.9000","270","R - RESISTOR - SMD - 10k - 1% - 0402","246.7000","39.9000","246.7000","40.4080"
"R5","0402WGF3302TCE","TopLayer","R_0402","248.3000","46.6000","270","R - RESISTOR - SMD - 33k - 1% - 0402","248.3000","46.6000","248.3000","47.1080"
"R5_a","0402WGF1003TCE","TopLayer","R_0402","248.3000","48.7000","270","R - RESISTOR - SMD - 100k - 1% -  0402","248.3000","48.7000","248.3000","49.2080"
"L0","SWRB1207S-221MT","TopLayer","SRR1260","254.3000","56.6000","360","L - INDUCTOR - 220uH - 1.6A - 12.5mm","254.3000","56.6000","249.3000","56.6000"
"D2","SS210","TopLayer","DO-214AC","253.4000","47.8500","360","D - DIODE - SCHOTTKY - 100V - 2A","253.4000","47.8000","251.5000","47.8000"
"C24","CL05B332KB5NNNC","TopLayer","C_0402","245.7000","39.9000","90","C - CAPACITOR - MLCC - 3.3nF - 50V - 0402","245.7000","39.9000","245.7000","39.3920"
"C23_b","CL05A105KA5NQNC","TopLayer","C_0402","259.0000","48.2000","270","C - CAPACITOR - MLCC - 1uF - 25V - 0402","259.0000","48.2000","259.0000","48.7080"
"C23_a","CL05A105KA5NQNC","TopLayer","C_0402","260.1000","48.2000","270","C - CAPACITOR - MLCC - 1uF - 25V - 0402","260.1000","48.2000","260.1000","48.7080"
"C21_d","CL31B225KBHNNNE","TopLayer","C_1206","257.5000","43.2000","270","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","257.5000","43.2000","257.5000","44.4954"
"C21_c","CL31B225KBHNNNE","TopLayer","C_1206","257.5000","38.7000","270","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","257.5000","38.7000","257.5000","39.9954"
"C21_b","CL31B225KBHNNNE","TopLayer","C_1206","260.0000","43.2000","270","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","260.0000","43.2000","260.0000","44.4954"
"C21_a","CL31B225KBHNNNE","TopLayer","C_1206","260.0000","38.7000","270","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","260.0000","38.7000","260.0000","39.9954"
"C17","CL05B103KB5NNNC","TopLayer","C_0402","249.3000","46.6000","90","C - CAPACITOR - MLCC - 10nF - 50V - 0402","249.3000","46.6000","249.3000","46.0920"
"C15","CL05A105KA5NQNC","TopLayer","C_0402","249.7000","37.7000","270","C - CAPACITOR - MLCC - 1uF - 25V - 0402","249.7000","37.7000","249.7000","38.2080"
"R_LEDB_O","0402WGF0000TCE","TopLayer","R_0402","47.0000","93.5000","270","R - RESISTOR - SMD - 0R - 1% - 0402","47.0000","93.5000","47.0000","94.0080"
"R_LEDA_O","0402WGF0000TCE","TopLayer","R_0402","47.0000","90.5000","90","R - RESISTOR - SMD - 0R - 1% - 0402","47.0000","90.5000","47.0000","89.9920"
"R_1A_a","0402WGF1002TCE","TopLayer","R_0402","60.5000","90.5080","270","R - RESISTOR - SMD - 10k - 1% - 0402","60.5000","90.5080","60.5000","91.0160"
"R_1A_b","0402WGF1002TCE","TopLayer","R_0402","61.5000","90.5000","90","R - RESISTOR - SMD - 10k - 1% - 0402","61.5000","90.5000","61.5000","89.9920"
"R_1A_c","0402WGF1003TCE","TopLayer","R_0402","63.5000","88.5000","180","R - RESISTOR - SMD - 100k - 1% -  0402","63.5000","88.5000","64.0080","88.5000"
"R103","0402WGF1001TCE","TopLayer","R_0402","48.5000","52.0000","270","R - RESISTOR - SMD - 1k - 1% - 0402","48.5000","52.0000","48.5000","52.5080"
"R102","0402WGF1001TCE","TopLayer","R_0402","48.5000","39.0000","90","R - RESISTOR - SMD - 1k - 1% - 0402","48.5000","39.0000","48.5000","38.4920"
"R101","0402WGF1001TCE","TopLayer","R_0402","48.5000","58.5000","90","R - RESISTOR - SMD - 1k - 1% - 0402","48.5000","58.5000","48.5000","57.9920"
"R100","0402WGF1001TCE","TopLayer","R_0402","48.5000","71.5000","270","R - RESISTOR - SMD - 1k - 1% - 0402","48.5000","71.5000","48.5000","72.0080"
"Q_LEDB","2N7002","TopLayer","TO-236AB","49.5000","90.0000","180","Q - TRANSISTOR - MOSFET (N) - 60V - 200mW","49.5000","90.0000","50.6500","89.0500"
"Q_LEDVSS","2N7002","TopLayer","TO-236AB","53.5000","92.0000","180","Q - TRANSISTOR - MOSFET (N) - 60V - 200mW","53.5000","92.0000","54.6500","91.0500"
"Q_LEDA","2N7002","TopLayer","TO-236AB","49.5000","94.0000","180","Q - TRANSISTOR - MOSFET (N) - 60V - 200mW","49.5000","94.0000","50.6500","93.0500"
"D_1A_G","ZMM5V1","TopLayer","DO-213AA","65.0000","90.5000","360","D - DIODE - ZENER - 5.1V - 500mW","65.0000","90.5000","63.0000","90.5000"
"D4_f","SS210","TopLayer","DO-214AC","80.0000","22.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","23.0000","81.9000","23.0000"
"D3_f","SS210","TopLayer","DO-214AC","65.5000","23.0500","360","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","23.0000","63.6000","23.0000"
"D2_f","SS210","TopLayer","DO-214AC","80.0000","85.0500","0","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","85.0000","78.1000","85.0000"
"D1_f","SS210","TopLayer","DO-214AC","65.5000","84.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","85.0000","67.4000","85.0000"
"J2","2-406549-1","TopLayer","TE_2-406549-1","41.3398","44.2768","270","J - JACK - ETHERNET - Right - THT","39.3048","40.6968","39.3048","40.6968"
"J1","2-406549-1","TopLayer","TE_2-406549-1","41.3398","63.7767","270","J - JACK - ETHERNET - Right - THT","39.3048","60.1967","39.3048","60.1967"
"D4_e","SS210","TopLayer","DO-214AC","80.0000","47.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","48.0000","81.9000","48.0000"
"D4_d","SS210","TopLayer","DO-214AC","80.0000","42.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","43.0000","81.9000","43.0000"
"D4_c","SS210","TopLayer","DO-214AC","80.0000","37.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","38.0000","81.9000","38.0000"
"D4_b","SS210","TopLayer","DO-214AC","80.0000","32.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","33.0000","81.9000","33.0000"
"D4_a","SS210","TopLayer","DO-214AC","80.0000","27.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","28.0000","81.9000","28.0000"
"D3_e","SS210","TopLayer","DO-214AC","65.5000","48.0500","0","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","48.0000","63.6000","48.0000"
"D3_d","SS210","TopLayer","DO-214AC","65.4000","43.0500","0","D - DIODE - SCHOTTKY - 100V - 2A","65.4000","43.0000","63.5000","43.0000"
"D3_c","SS210","TopLayer","DO-214AC","65.5000","38.0500","0","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","38.0000","63.6000","38.0000"
"D3_b","SS210","TopLayer","DO-214AC","65.5000","33.0500","0","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","33.0000","63.6000","33.0000"
"D3_a","SS210","TopLayer","DO-214AC","65.5000","28.0500","0","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","28.0000","63.6000","28.0000"
"D2_e","SS210","TopLayer","DO-214AC","80.0000","60.0500","360","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","60.0000","78.1000","60.0000"
"D1_b","SS210","TopLayer","DO-214AC","65.5000","64.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","65.0000","67.4000","65.0000"
"D1_d","SS210","TopLayer","DO-214AC","65.5000","74.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","75.0000","67.4000","75.0000"
"D1_a","SS210","TopLayer","DO-214AC","65.5000","59.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","60.0000","67.4000","60.0000"
"D1_c","SS210","TopLayer","DO-214AC","65.5000","69.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","70.0000","67.4000","70.0000"
"D2_d","SS210","TopLayer","DO-214AC","80.0000","65.0500","360","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","65.0000","78.1000","65.0000"
"D2_a","SS210","TopLayer","DO-214AC","80.0000","80.0500","360","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","80.0000","78.1000","80.0000"
"D1_e","SS210","TopLayer","DO-214AC","65.5000","79.9500","180","D - DIODE - SCHOTTKY - 100V - 2A","65.5000","80.0000","67.4000","80.0000"
"D2_b","SS210","TopLayer","DO-214AC","80.0000","75.0500","360","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","75.0000","78.1000","75.0000"
"D2_c","SS210","TopLayer","DO-214AC","80.0000","70.0500","360","D - DIODE - SCHOTTKY - 100V - 2A","80.0000","70.0000","78.1000","70.0000"
"R10_y","1206W4F100LT5E","TopLayer","R_1206","241.5000","26.5000","270","R - RESISTOR - SMD - 0.1R - 1% - 1206","241.5000","26.5000","241.5000","27.9000"
"R10_x","1206W4F100LT5E","TopLayer","R_1206","239.0000","26.5000","270","R - RESISTOR - SMD - 0.1R - 1% - 1206","239.0000","26.5000","239.0000","27.9000"
"R10_w","1206W4F100LT5E","TopLayer","R_1206","236.5000","26.5000","270","R - RESISTOR - SMD - 0.1R - 1% - 1206","236.5000","26.5000","236.5000","27.9000"
"R10_v","1206W4F100LT5E","TopLayer","R_1206","234.0000","26.5000","270","R - RESISTOR - SMD - 0.1R - 1% - 1206","234.0000","26.5000","234.0000","27.9000"
"R10_u","1206W4F100LT5E","TopLayer","R_1206","231.5000","26.5000","270","R - RESISTOR - SMD - 0.1R - 1% - 1206","231.5000","26.5000","231.5000","27.9000"
"R1_y","1206W4F100LT5E","TopLayer","R_1206","241.5000","85.5000","90","R - RESISTOR - SMD - 0.1R - 1% - 1206","241.5000","85.5000","241.5000","84.1000"
"R1_x","1206W4F100LT5E","TopLayer","R_1206","239.0000","85.5000","90","R - RESISTOR - SMD - 0.1R - 1% - 1206","239.0000","85.5000","239.0000","84.1000"
"R1_w","1206W4F100LT5E","TopLayer","R_1206","236.5000","85.5000","90","R - RESISTOR - SMD - 0.1R - 1% - 1206","236.5000","85.5000","236.5000","84.1000"
"R1_v","1206W4F100LT5E","TopLayer","R_1206","234.0000","85.5000","90","R - RESISTOR - SMD - 0.1R - 1% - 1206","234.0000","85.5000","234.0000","84.1000"
"R1_u","1206W4F100LT5E","TopLayer","R_1206","231.5000","85.5000","90","R - RESISTOR - SMD - 0.1R - 1% - 1206","231.5000","85.5000","231.5000","84.1000"
"C72_d","CL31B225KBHNNNE","TopLayer","C_1206","241.5000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","241.5000","72.4000","241.5000","71.1046"
"C72_c","CL31B225KBHNNNE","TopLayer","C_1206","241.5000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","241.5000","77.1000","241.5000","75.8046"
"C72_b","CL31B225KBHNNNE","TopLayer","C_1206","239.0000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","239.0000","72.4000","239.0000","71.1046"
"C72_a","CL31B225KBHNNNE","TopLayer","C_1206","239.0000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","239.0000","77.1000","239.0000","75.8046"
"C70_d","CL31B225KBHNNNE","TopLayer","C_1206","236.5000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","236.5000","72.4000","236.5000","71.1046"
"C70_c","CL31B225KBHNNNE","TopLayer","C_1206","236.5000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","236.5000","77.1000","236.5000","75.8046"
"C70_b","CL31B225KBHNNNE","TopLayer","C_1206","234.0000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","234.0000","72.4000","234.0000","71.1046"
"C70_a","CL31B225KBHNNNE","TopLayer","C_1206","234.0000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","234.0000","77.1000","234.0000","75.8046"
"C13_d","CL31B225KBHNNNE","TopLayer","C_1206","231.5000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","231.5000","72.4000","231.5000","71.1046"
"C13_c","CL31B225KBHNNNE","TopLayer","C_1206","231.5000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","231.5000","77.1000","231.5000","75.8046"
"C13_b","CL31B225KBHNNNE","TopLayer","C_1206","229.0000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","229.0000","72.4000","229.0000","71.1046"
"C13_a","CL31B225KBHNNNE","TopLayer","C_1206","229.0000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","229.0000","77.1000","229.0000","75.8046"
"C12_d","CL31B225KBHNNNE","TopLayer","C_1206","226.5000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","226.5000","72.4000","226.5000","71.1046"
"C12_c","CL31B225KBHNNNE","TopLayer","C_1206","226.5000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","226.5000","77.1000","226.5000","75.8046"
"C12_b","CL31B225KBHNNNE","TopLayer","C_1206","224.0000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","224.0000","72.4000","224.0000","71.1046"
"C12_a","CL31B225KBHNNNE","TopLayer","C_1206","224.0000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","224.0000","77.1000","224.0000","75.8046"
"C11_e","CL31B225KBHNNNE","TopLayer","C_1206","221.5000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","221.5000","72.4000","221.5000","71.1046"
"C11_d","CL31B225KBHNNNE","TopLayer","C_1206","221.5000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","221.5000","77.1000","221.5000","75.8046"
"C11_b","CL31B225KBHNNNE","TopLayer","C_1206","219.0000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","219.0000","72.4000","219.0000","71.1046"
"C11_a","CL31B225KBHNNNE","TopLayer","C_1206","219.0000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","219.0000","77.1000","219.0000","75.8046"
"C10_d","CL31B225KBHNNNE","TopLayer","C_1206","216.5000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","216.5000","72.4000","216.5000","71.1046"
"C10_c","CL31B225KBHNNNE","TopLayer","C_1206","216.5000","77.1000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","216.5000","77.1000","216.5000","75.8046"
"C10_b","CL31B225KBHNNNE","TopLayer","C_1206","214.0000","72.4000","90","C - CAPACITOR - MLCC - 2.2uF - 50V - 1206 - X7R","214.0000","72.4000","214.0000","71.1046"
